,sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
2725,sohna road road,house,independent,6.25,6944.0,9000.58,Plot area 1000(836.13 sq.m.),3,3,0,1.0,Na,Moderately New Property,,9000.0,,0,0,0,0,0,1,0
2739,sector 59,flat,mahindra luminare,5.5,18181.0,3025.0,Super Built up area 3025(281.03 sq.m.),3,3,1,26.0,Na,Under Construction,3025.0,,,1,0,0,0,0,1,24
2746,sector 109,house,international city by sobha phase 2,6.25,10035.0,6228.2,Plot area 692(578.6 sq.m.),5,7,3+,3.0,North-East,Relatively new property,,6228.0,,1,1,0,1,1,1,147
2756,sector 109,house,international city by sobha phase 2,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively new property,,4500.0,,1,1,0,1,0,1,42
2760,sector 54,house,emaar the palm springs,14.0,62222.0,2250.01,Plot area 250(209.03 sq.m.),4,5,3+,2.0,North,Old Property,,2250.0,,1,1,0,0,0,0,160
2765,sector 2,house,independent,5.6,17284.0,3239.99,Plot area 360(301.01 sq.m.),8,6,3+,,South-West,Moderately New Property,,3240.0,,1,1,0,1,1,1,0
2771,sector 7,house,independent,8.0,22222.0,3600.04,Plot area 400(334.45 sq.m.),4,5,3+,1.0,North-East,Old Property,,3600.0,,1,1,0,1,0,1,31
2774,sector 25,house,independent,10.85,38150.0,2844.04,Plot area 316(264.22 sq.m.),6,6,1,3.0,North-East,Relatively new property,,2844.0,,0,0,0,0,1,0,136
2785,sector 56,house,independent,11.95,43534.0,2744.98,Plot area 305(255.02 sq.m.),12,12,3+,4.0,West,Relatively new property,,2745.0,,1,0,0,0,0,0,21
2818,sector 31,house,project housing board colony,8.0,63492.0,1260.0,Built Up area: 140 (117.06 sq.m.),2,1,0,1.0,Na,Undefined,,140.0,,0,0,0,0,0,1,0
2820,sector 109,house,international city by sobha phase 2,6.8,12593.0,5399.83,Plot area 600(501.68 sq.m.),4,5,3,2.0,North-West,Relatively new property,,5400.0,,1,0,0,0,0,1,49
2827,sector 109,house,international city by sobha phase 1,6.15,27333.0,2250.03,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5,5,3+,3.0,West,Relatively new property,,270.0,250.0,1,0,0,1,1,0,130
2832,sector 109,house,international city by sobha phase 2,7.0,12963.0,5399.98,Plot area 600(501.68 sq.m.),5,6,2,2.0,West,Relatively new property,,5400.0,,1,0,0,0,0,1,154
2842,sector 26,house,independent,15.0,33333.0,4500.05,Built Up area: 4500 (418.06 sq.m.),4,4,3,3.0,Na,Moderately New Property,,4500.0,,1,0,0,0,1,0,36
2861,sector 26,house,independent,19.0,42222.0,4500.02,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately New Property,,4500.0,,1,1,0,1,1,0,103
2869,sector 25,house,independent,8.0,8000.0,10000.0,Carpet area: 10000 (929.03 sq.m.),3,9,2,3.0,Na,New Property,,,10000.0,0,0,0,0,0,1,0
2902,sector 41,house,independent,9.0,27778.0,3239.97,Plot area 360(301.01 sq.m.),8,5,3+,3.0,Na,Old Property,,3240.0,,1,0,0,1,1,0,26
2928,sector 109,house,international city by sobha phase 2,8.48,23556.0,3599.93,Plot area 400(334.45 sq.m.),4,6,3+,3.0,North-East,New Property,,3600.0,,1,1,0,1,1,1,153
2933,sector 55,house,independent,5.6,20741.0,2699.97,Plot area 300(250.84 sq.m.),6,4,3,3.0,East,Old Property,,2700.0,,1,0,0,0,0,0,41
2954,sector 28,house,independent,10.5,32407.0,3240.04,Plot area 360(301.01 sq.m.),5,6,3+,3.0,Na,New Property,,3240.0,,1,1,0,1,0,0,153
2958,sector 14,house,independent,6.4,20317.0,3150.07,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6,6,3+,3.0,North,Old Property,,349.0,348.0,0,0,1,0,0,1,35
2970,sector 43,flat,dlf icon,5.8,20707.0,2801.0,Built Up area: 2801 (260.22 sq.m.),4,4,3+,18.0,Na,Undefined,,2801.0,,0,0,0,0,0,1,0
2981,sector 23,house,independent,5.5,21825.0,2520.05,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately New Property,,2520.0,,1,1,0,1,0,0,76
2982,sector 112,flat,experion windchants,5.6,11529.0,4857.0,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately New Property,4857.0,3662.34,,1,0,0,0,0,0,157
2984,sector 57,house,independent,6.95,38611.0,1800.01,Plot area 192(160.54 sq.m.),12,12,3+,4.0,East,New Property,,1728.0,,1,0,0,0,1,0,73
2991,sector 56,house,independent,8.0,9654.0,8286.72,Plot area 362(33.63 sq.m.)Built Up area: 8286 sq.ft. (769.79 sq.m.),10,10,3+,4.0,Na,Relatively new property,,8286.0,,1,1,0,1,0,2,107
3000,sector 12,house,anamika enclave,6.0,14492.0,4140.22,Plot area 4140(384.62 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),9,9,3+,3.0,North-West,Old Property,,9000.0,,0,0,0,0,0,1,9
3015,sector 33,house,unitech uniworld resorts,10.0,181818.0,550.0,Plot area 550(51.1 sq.m.),5,6,3,4.0,North-East,New Property,,550.0,,1,1,0,0,0,1,26
3017,sector 43,flat,dlf royalton tower,6.5,22108.0,2940.0,Super Built up area 2940(273.13 sq.m.),4,5,2,8.0,West,Relatively new property,2940.0,,,1,0,0,0,0,1,15
3020,sector 26,house,independent,15.0,33200.0,4518.07,Plot area 502(419.74 sq.m.),5,6,3+,3.0,North,Moderately New Property,,4518.0,,1,1,0,1,1,0,78
3032,sector 50,house,unitech espace,9.8,30247.0,3239.99,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),4,4,3,2.0,North-West,Moderately New Property,,300.0,280.0,1,0,0,0,0,1,22
3043,sector 40,house,independent,12.0,38986.0,3078.03,Plot area 342(285.96 sq.m.),16,16,3+,4.0,Na,New Property,,3078.0,,1,1,0,1,1,0,0
3068,sector 50,house,unitech nirvana birch court,11.95,36883.0,3239.98,Plot area 360(301.01 sq.m.),3,3,2,1.0,West,Moderately New Property,,3240.0,,1,1,0,0,0,1,101
3080,sector 26,house,independent,7.0,39265.0,1782.76,Plot area 1782.72(165.62 sq.m.),5,5,2,3.0,North-East,Relatively new property,,1782.72,,1,0,0,0,0,1,9
3084,sector 50,house,unitech aspen greens,6.95,4490.0,15478.84,Plot area 240(200.67 sq.m.)Built Up area: 2160 sq.yards (1806.04 sq.m.)Carpet area: 1720 sq.yards (1438.14 sq.m.),3,3,1,2.0,North-East,Moderately New Property,,2160.0,1720.0,1,0,0,0,0,1,160
3087,sector 48,flat,central park resort belgravia residences,6.25,24300.0,2572.0,Carpet area: 2880 (267.56 sq.m.),3,5,3+,5.0,South-East,Moderately New Property,,,2880.0,1,0,0,0,0,0,49
3095,sector 109,house,international city by sobha phase 2,6.5,12037.0,5400.02,Plot area 5400(501.68 sq.m.),4,4,3+,1.0,North-East,New Property,,5400.0,,1,0,0,0,0,0,160
3106,sector 14,house,independent,8.0,17707.0,4517.99,Plot area 502(419.74 sq.m.),12,4,3+,3.0,North,Old Property,,4518.0,,1,0,0,0,1,1,32
3122,sector 26,house,dlf city plots,16.0,37778.0,4235.27,Plot area 500(418.06 sq.m.),4,4,3,1.0,Na,Relatively new property,,500.0,,0,1,0,1,1,1,7
3128,sector 49,house,uppal southend,6.75,31915.0,2114.99,Plot area 235(196.49 sq.m.),12,12,3+,3.0,West,Moderately New Property,,2115.0,,0,0,1,0,0,1,49
3131,sector 57,house,ansals florence villa,6.0,22222.0,2700.03,Plot area 300(250.84 sq.m.),4,5,2,2.0,Na,Old Property,,2700.0,,1,0,0,1,0,0,20
3182,sector 25,house,independent,6.6,36667.0,1799.98,Plot area 200(167.23 sq.m.),6,7,3+,2.0,East,Moderately New Property,,1800.0,,1,1,0,0,0,0,119
3198,sector 50,house,independent,10.56,32593.0,3239.96,Plot area 360(301.01 sq.m.),5,5,3,3.0,Na,Moderately New Property,,3240.0,,1,0,0,0,0,1,20
3216,sector 26,house,independent,5.8,32222.0,1800.01,Plot area 200(167.23 sq.m.),5,5,3+,2.0,North,Old Property,,1800.0,,1,1,0,1,1,1,53
3228,sector 50,house,unitech espace,10.3,31790.0,3240.01,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately New Property,,3240.0,,1,1,0,1,1,0,160
3238,sector 25,house,independent,11.0,35530.0,3095.98,Plot area 344(287.63 sq.m.),5,5,3+,2.0,Na,Relatively new property,,3096.0,,1,1,0,1,1,1,29
3239,sector 66,house,emaar mgf marbella,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively new property,,3240.0,,1,1,0,1,1,0,160
3255,sector 25,house,dlf city plots phase 2,10.0,400000.0,250.0,Plot area 250(23.23 sq.m.),12,12,3+,4.0,North,Relatively new property,,250.0,,1,1,0,0,0,0,114
3278,sector 24,flat,ambience lagoon,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,,3700.0,,1,1,1,1,0,2,68
3287,sector 33,house,unitech uniworld resorts,9.55,19293.0,4949.98,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Relatively new property,,4950.0,,1,1,0,1,1,0,126
3292,sector 82,house,vatika india next,6.8,20988.0,3239.95,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,Relatively new property,,3240.0,,1,0,0,0,0,2,110
3304,sector 33,house,unitech uniworld resorts,9.5,23333.0,4071.49,Plot area 500(418.06 sq.m.),5,7,3+,2.0,East,Under Construction,,500.0,,1,1,0,1,1,1,57
3311,sector 54,house,independent,5.5,38194.0,1440.02,Plot area 160(133.78 sq.m.),18,18,3+,4.0,South-West,Relatively new property,,1440.0,,1,0,0,0,0,2,70
3316,sector 26,house,independent,8.9,32963.0,2700.0,Plot area 300(250.84 sq.m.),4,4,3+,2.0,South-East,Old Property,,2700.0,,1,1,0,1,1,1,82
3319,sector 47,house,malibu towne,8.5,53125.0,1600.0,Built Up area: 1600 (148.64 sq.m.),12,12,3+,4.0,North,New Property,,1600.0,,0,0,0,0,0,0,99
3320,gwal pahari,flat,paras quartier,5.9,11028.0,5350.0,Built Up area: 5350 (497.03 sq.m.),4,4,3+,0.0,Na,Moderately New Property,,5350.0,,0,0,0,0,0,1,63
3346,sector 66,house,emaar mgf marbella,19.0,31666.0,6000.13,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,Relatively new property,,,6000.0,1,0,0,1,1,0,110
3349,sector 50,house,unitech nirvana birch court,6.8,31481.0,2160.03,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,1,1,0,1,0,1,105
3353,sector 28,house,independent,11.75,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively new property,,2844.0,,1,1,0,0,1,0,54
3386,sector 48,house,vipul tatvam villa,8.4,21000.0,4000.0,Plot area 4000(371.61 sq.m.),4,5,3+,2.0,North,Moderately New Property,,4000.0,,1,1,0,1,0,0,49
3390,sector 25,house,nul,6.25,34722.0,1800.01,Plot area 200(167.23 sq.m.),5,5,3,2.0,East,Moderately New Property,,1800.0,,1,0,0,1,0,0,112
3392,sector 48,house,vipul tatvam villa,7.8,23148.0,3369.62,Plot area 360(301.01 sq.m.),4,4,3+,2.0,North-East,Relatively new property,,3240.0,,1,1,0,1,1,0,145
3398,sector 48,house,vipul tatvam villa,7.25,27971.0,2591.97,Plot area 288(240.8 sq.m.),3,4,2,2.0,South,Moderately New Property,,2592.0,,1,1,0,1,1,0,115
3400,sector 25,house,independent,10.5,29022.0,3617.95,Plot area 402(336.12 sq.m.),5,5,3,3.0,East,Moderately New Property,,3618.0,,1,1,0,1,0,1,42
3409,sector 41,house,independent,7.0,28283.0,2474.98,Plot area 275(229.94 sq.m.),7,7,3+,3.0,South-West,Moderately New Property,,2475.0,,1,1,0,1,1,2,151
3416,sector 43,house,independent,5.5,28424.0,1934.98,Plot area 215(179.77 sq.m.),1,1,0,1.0,South-West,Old Property,,1935.0,,0,0,1,0,0,1,12
3422,sector 41,house,independent,7.25,29293.0,2474.99,Plot area 275(229.94 sq.m.),9,8,3,4.0,South-West,Old Property,,2475.0,,1,0,0,0,0,0,94
3424,sector 26,house,independent,5.8,32222.0,1800.01,Plot area 200(167.23 sq.m.),4,3,2,2.0,East,Relatively new property,,1800.0,,0,0,0,0,1,1,21
3431,sector 57,house,satya the legend,9.25,16577.0,5580.02,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5,5,3+,4.0,North-East,Relatively new property,,630.0,620.0,1,1,0,1,1,0,160
3440,sector 26,house,independent,18.9,41833.0,4517.96,Plot area 502(419.74 sq.m.),6,8,2,3.0,North-East,Relatively new property,,4518.0,,1,1,0,1,1,0,120
3458,sector 2,house,ansals palam vihar,5.7,14729.0,3869.92,Plot area 430(359.53 sq.m.)Built Up area: 4550 sq.yards (3804.38 sq.m.)Carpet area: 4450 sq.yards (3720.77 sq.m.),5,5,2,2.0,North-East,Old Property,,4550.0,4450.0,0,0,0,1,0,2,94
3493,gwal pahari,flat,paras quartier,5.9,11028.0,5350.0,Super Built up area 5350(497.03 sq.m.),4,4,3+,19.0,East,New Property,5350.0,,,1,1,0,1,1,0,160
3497,sector 48,house,vipul tatvam villa,8.5,26235.0,3239.95,Plot area 360(301.01 sq.m.),4,4,1,,Na,Relatively new property,,3240.0,,0,0,0,0,0,1,21
3499,sector 43,house,ansal sushant lok,10.5,27911.0,3761.96,Plot area 418(349.5 sq.m.),4,4,2,,North-East,Old Property,,3762.0,,1,0,0,0,0,1,59
3514,sohna road road,house,cloudnine cottages,5.5,55000.0,1000.0,Plot area 1000(92.9 sq.m.),3,3,0,1.0,Na,Moderately New Property,,1000.0,,0,0,0,0,0,1,0
3515,sector 26,house,independent,8.1,35294.0,2295.01,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,Old Property,,2295.0,,0,0,0,0,0,1,42
3530,sector 109,house,international city by sobha phase 2,6.25,11574.0,5400.03,Plot area 600(501.68 sq.m.),4,4,3+,2.0,East,Relatively new property,,5400.0,,1,0,0,0,0,1,138
3536,sector 14,house,sector 14 rwa,6.5,20635.0,3149.99,Plot area 350(292.64 sq.m.),4,4,3+,2.0,Na,Moderately New Property,,3150.0,,0,0,0,0,0,1,0
3553,sector 53,flat,tulip monsella,5.6,19363.0,2892.0,Super Built up area 2892(268.68 sq.m.),3,3,3+,1.0,Na,Under Construction,2892.0,,,0,0,0,0,0,1,42
3555,sector 54,flat,dlf the belaire,7.0,23333.0,3000.0,Super Built up area 3000(278.71 sq.m.),4,6,3+,12.0,East,Moderately New Property,3000.0,,,1,0,0,1,1,0,108
3558,sector 26,house,independent,6.0,33333.0,1800.02,Plot area 200(167.23 sq.m.),8,5,3+,3.0,Na,Old Property,,1800.0,,0,0,0,0,0,0,9
3564,sector 109,house,international city by sobha phase 2,8.75,24306.0,3599.93,Plot area 400(334.45 sq.m.),5,5,3+,3.0,North-East,New Property,,3600.0,,1,1,0,1,1,0,153
3565,sector 25,house,independent,6.5,36111.0,1800.01,Plot area 200(167.23 sq.m.),4,3,3,3.0,Na,Moderately New Property,,1800.0,,0,1,0,1,0,1,19
3580,sector 50,house,independent,12.5,40611.0,3077.98,Plot area 342(285.96 sq.m.),6,5,3,4.0,East,Moderately New Property,,3078.0,,1,1,0,1,0,0,23
3591,sector 43,flat,dlf the icon,6.0,26086.0,2300.0,Carpet area: 2300 (213.68 sq.m.),4,4,3+,18.0,North-East,Old Property,,,2300.0,1,0,0,0,0,0,150
3593,sector 109,house,international city by sobha phase 2,6.2,25514.0,2430.04,Plot area 270(225.75 sq.m.),5,5,2,2.0,South-West,Relatively new property,,2430.0,,1,0,0,0,0,1,135
3598,sector 50,house,independent,13.2,27155.0,4860.98,Built Up area: 4861 (451.6 sq.m.),6,6,0,2.0,Na,Undefined,,4861.0,,0,0,0,0,0,1,0
3621,sector 48,house,vipul tatvam villa,5.75,22184.0,2591.96,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),4,4,2,2.0,West,Moderately New Property,,280.0,250.0,1,0,0,0,0,1,30
3639,sector 50,house,unitech espace,11.0,40741.0,2699.98,Plot area 360(301.01 sq.m.)Built Up area: 361 sq.yards (301.84 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),4,4,3+,2.0,North,Moderately New Property,,361.0,300.0,1,0,0,0,0,0,88
3645,sector 66,house,emaar mgf marbella,11.0,33951.0,3239.96,Plot area 360(301.01 sq.m.),5,6,3+,2.0,North-East,New Property,,3240.0,,1,1,0,1,1,0,153
3649,sector 106,flat,elan the presidential,6.3,15384.0,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5,6,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0,0,0,0,0,0,62
3651,sector 25,house,independent,13.5,19286.0,6999.9,Built Up area: 7000 (650.32 sq.m.),9,9,0,1.0,East,Relatively new property,,7000.0,,0,0,0,0,0,1,0
3661,sector 26,house,luxury dlf city floors,20.0,48889.0,4090.9,Plot area 500(418.06 sq.m.),16,16,3+,4.0,Na,New Property,,500.0,,1,0,0,0,0,0,31
3664,sector 70,flat,unitech vistas,9.0,57507.0,1565.0,Built Up area: 1565 (145.39 sq.m.),3,3,0,7.0,Na,Undefined,,1565.0,,0,0,0,0,0,1,0
3666,sector 26,house,independent,16.0,35556.0,4499.94,Plot area 500(418.06 sq.m.),5,6,3,2.0,North-East,Old Property,,4500.0,,0,0,0,0,0,1,0
3671,gwal pahari,flat,paras quartier,7.5,14018.0,5350.0,Super Built up area 5350(497.03 sq.m.),4,4,3+,20.0,North-East,New Property,5350.0,,,1,0,1,1,0,0,49
3680,sector 62,flat,pioneer araya,9.14,19488.0,4690.0,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,East,Relatively new property,4690.0,,3258.0,1,1,0,0,1,0,146
3692,sector 109,house,international city by sobha phase 2,9.5,26389.0,3599.98,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively new property,,3600.0,,1,1,0,1,0,1,138
3697,sector 2,house,independent,5.7,22634.0,2518.34,Plot area 270(225.75 sq.m.),9,9,3+,3.0,North-East,Moderately New Property,,2430.0,,0,0,0,1,0,0,0
3698,sector 43,flat,dlf royalton tower,6.5,20687.0,3142.0,Super Built up area 2997(278.43 sq.m.),4,4,3+,9.0,Na,Moderately New Property,2997.0,,,1,0,0,0,0,1,7
3704,sector 33,house,unitech uniworld resorts,9.5,173992.0,546.0,Plot area 546(50.73 sq.m.),6,6,3+,3.0,North-East,Moderately New Property,,546.0,,0,0,0,0,0,0,40
3718,sector 109,house,international city by sobha phase 1,6.0,24691.0,2430.04,Plot area 270(225.75 sq.m.),4,5,3+,2.0,North,Relatively new property,,2430.0,,1,0,0,0,0,0,96
3720,sector 53,flat,vipul belmonte,6.0,24489.0,2450.0,Super Built up area 2450(227.61 sq.m.),3,4,3+,6.0,North-West,Moderately New Property,2450.0,,,1,0,1,0,0,0,26
3725,gwal pahari,flat,krrish provence estate,7.5,7500.0,10000.0,Super Built up area 10000(929.03 sq.m.),5,6,3+,23.0,North-East,Relatively new property,10000.0,,,1,0,1,1,0,1,49
3728,sector 26,house,independent,9.0,33333.0,2700.03,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old Property,,2700.0,,1,1,0,1,1,2,110
3729,sector 50,house,unitech deerwood chase,8.45,235376.0,359.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,Old Property,,359.0,,1,1,0,0,0,0,102
3732,sector 63,flat,dlf the arbour,7.9,20000.0,3950.0,Built Up area: 3950 (366.97 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4,4,3+,34.0,Na,Under Construction,,3950.0,2900.0,0,0,0,0,0,1,61
3737,sector 48,house,vipul tatvam villa,8.5,21250.0,4000.0,Plot area 4000(371.61 sq.m.),4,5,3+,2.0,North,Moderately New Property,,4000.0,,1,1,1,1,0,0,49
3770,sector 43,house,sushant lok 1 builder floors,6.25,30728.0,2033.98,Plot area 226(188.96 sq.m.),7,7,3+,3.0,North,Moderately New Property,,2034.0,,1,1,0,0,1,1,46
3776,sector 28,flat,sahara grace,5.5,14612.0,3764.0,Super Built up area 3764(349.69 sq.m.),4,5,3+,5.0,East,Moderately New Property,3764.0,,,1,0,1,0,0,0,8
3800,sector 65,flat,m3m golfestate,7.0,18181.0,3850.0,Carpet area: 3850 (357.68 sq.m.),3,3,2,12.0,North,Moderately New Property,,,3850.0,0,0,0,0,1,1,60
